hpx,n,gflux,bpflux,rpflux
5499,287,4.049352428727287E8,2.0391070278933612E8,3.01705321556536E8
4276,80,1.2333035606717975E8,7.035268776854779E7,8.667665491803907E7
7081,67,8.76082414195149E7,3.5602164522080064E7,7.841728448296009E7
8601,120,1.9162402096662587E8,9.710175676345436E7,1.3677343076381066E8
7746,143,1.5330128952381623E8,4.909702759137932E7,1.56682621612478E8
8611,104,1.4454282502949026E8,7.328720370249324E7,1.0238197603309302E8
3894,309,4.86865861867445E8,2.755428218755721E8,3.905146986564619E8
6606,71,9.57843165324311E7,4.5648393979657866E7,7.435057543239877E7
12123,127,2.2410739422259584E8,1.0839045358219557E8,1.7138546341011354E8
6268,105,2.3401676373262236E8,1.2219208560698196E8,1.6287536036701524E8
11770,136,2.2250252244100446E8,1.1414666812069911E8,1.5945619989483538E8
413,359,4.8118789297178984E8,2.3069273827682665E8,3.8212373913843405E8
9309,704,7.417643137970927E8,2.981885435309179E8,6.779723977034562E8
7945,386,5.675588965421429E8,2.5837222010424328E8,4.5724936943937397E8
11066,152,3.0334571186971325E8,1.3554034021629706E8,2.5012036695624992E8
6964,73,1.452890420412773E8,8.108286967404023E7,9.710873743717119E7
2925,134,2.477582634725823E8,1.1995221228842202E8,1.8938153895538253E8
553,131,2.148160394457758E8,9.866224946639551E7,1.6773695581681195E8
1184,252,4.1929563540913516E8,2.0894118734487006E8,3.084471999171195E8
489,208,3.0075475267734957E8,1.1853301935663338E8,2.7129516031526166E8
9459,549,7.959274296391556E8,4.099316142446678E8,5.95497487978008E8
4319,81,1.6209058242652017E8,8.23631610353922E7,1.1603218372509983E8
11252,126,2.0386808355535796E8,1.0550180541058592E8,1.608989590404865E8
4864,98,1.2772946178083631E8,6.323629786545987E7,9.374202738273796E7
3015,122,2.4130701213132834E8,1.1570098818090194E8,1.8051661997514206E8
652,202,2.794130461236165E8,1.2372752097127412E8,2.2852700589479846E8
11648,141,2.4853288567377195E8,1.369128396030814E8,1.6968016925595725E8
7939,488,6.320211883744245E8,2.8152439769832444E8,5.2873938252125615E8
2684,85,1.4287692486056438E8,6.6732387808531515E7,1.0968299232455741E8
8825,90,1.6991432449896914E8,7.57931769600516E7,1.3829021003549597E8
5453,241,3.763654427254881E8,1.9173846351498905E8,3.001749560690604E8
4975,117,1.663079711435928E8,8.09956499090527E7,1.2298921572041868E8
4920,110,1.621867423998331E8,8.293003388875452E7,1.200366521312411E8
10844,367,5.071289783485865E8,2.4620013939105594E8,3.88585333562264E8
3309,607,8.024960674343389E8,3.744322389472357E8,6.262232631286747E8
6630,74,1.3901543499503297E8,6.252870237302934E7,1.1095338252472165E8
10110,163,2.6109106542352736E8,1.3145451850731741E8,1.8776165932672206E8
3257,506,6.331611779130974E8,3.0326018268630373E8,5.050058694849083E8
3932,237,3.249907807591284E8,1.3084086879935464E8,2.9213855795391166E8
6581,75,1.4248021690740347E8,6.521578621528511E7,1.1998996296086633E8
3753,237,3.1276148822907656E8,1.508133380334731E8,2.342771679296918E8
2971,131,2.2371658575792527E8,1.1346154696816115E8,1.6024609713226464E8
3331,186,2.6513396726330897E8,1.3792586675033718E8,1.9424539228885067E8
11434,328,4.465227957981195E8,2.0657801561522308E8,3.509893249634702E8
12133,162,3.295165602917118E8,1.6072212122288984E8,2.4602300353656495E8
10338,748,8.440908325590833E8,3.8011409409879947E8,6.914990783673426E8
3454,533,6.453344155571142E8,3.1634407334494764E8,4.946669560240698E8
1494,86,1.2544028104643925E8,6.605358428835383E7,8.557756529177536E7
8575,161,2.6135353247600573E8,1.4301443802459106E8,1.815900611061969E8
6688,126,2.9489807655349666E8,1.3907447112661606E8,2.304457505977867E8
709,390,5.517529823770796E8,2.849315307888194E8,4.022189764757411E8
288,167,3.5410476919749904E8,1.4014002786525548E8,3.3012849246008587E8
1676,285,4.672454432470325E8,2.2093801279567608E8,3.675888060453806E8
7006,66,2.6999249261365896E8,1.4384797955691183E8,1.8338256140684345E8
6020,231,2.8918851008578825E8,1.4576386852350876E8,2.189333265783186E8
12195,306,3.1594300784556615E8,1.439196806921872E8,2.5558938922095767E8
5463,189,3.042194366306057E8,1.5649327701147196E8,2.234901925352332E8
9175,119,2.1521844155230173E8,1.1271804269808069E8,1.49089079116599E8
6435,98,1.8748926311952955E8,7.923951319099429E7,1.5939092681699237E8
1037,125,2.3671296007073182E8,1.0952969952701463E8,1.888254252771311E8
3486,518,7.743721686988293E8,3.9204802193434536E8,6.031057775419942E8
2443,90,1.470025152334486E8,6.148288394355988E7,1.2659913195583296E8
7701,155,1.975421383681087E8,6.770362511040282E7,1.951231030879489E8
6340,111,1.8075365373343286E8,8.733660839106402E7,1.3482003758342743E8
4412,90,1.319937878129998E8,6.579228071827103E7,9.625291293028696E7
3545,688,9.455420005035481E8,4.545963591062893E8,7.448459291015714E8
5376,647,9.285246345012822E8,4.7778214985518694E8,6.700053857119137E8
5621,289,4.717284472465393E8,2.22742102637901E8,3.700224111121026E8
9343,864,1.1018272453682811E9,5.465514394477303E8,8.256162754955683E8
4462,105,2.175973393328614E8,1.0797934049408828E8,1.5846950946534127E8
429,403,6.015755585728933E8,2.75682877969367E8,4.897952216811971E8
7859,128,2.6628595082223523E8,1.3536700685286134E8,1.9214475798400152E8
383,263,3.5450418190842617E8,1.7174510550712034E8,2.6810003176990658E8
9940,810,1.0313807284492291E9,5.130688718645335E8,7.960414154952229E8
11473,159,3.2932283877498645E8,1.567587085887472E8,2.5344553462150827E8
4347,104,1.9393032373879164E8,9.696052235142177E7,1.409167901581372E8
245,225,3.743626219590282E8,1.771681102312707E8,2.9444835106696177E8
7331,291,3.347943918389283E8,1.1709609614461204E8,3.269692057585635E8
8992,102,2.5724587989186722E8,1.1382687200485477E8,2.0735904034215295E8
5649,140,2.5688956539064312E8,1.2253055708417752E8,1.9533190239052507E8
1959,185,3.0624726574602276E8,1.498364464577377E8,2.314711177527625E8
8597,121,1.9392001421577486E8,1.0117401716720892E8,1.3586253209467947E8
3049,120,2.093812702837763E8,1.0517871026436463E8,1.5223205834121263E8
4140,99,1.6112547554017872E8,8.48326901618166E7,1.1434597965871803E8
5118,223,2.9174199317689586E8,1.3056245478945175E8,2.4023184967200416E8
6207,136,2.4428634013507983E8,1.2282562944318102E8,1.7931328146624067E8
3515,886,1.1352569199578412E9,5.467592952966392E8,8.775014281944681E8
1423,106,1.9024775617242032E8,9.776544670814417E7,1.3659561569408503E8
7534,473,4.984790338591776E8,1.9408950513470227E8,4.5630930051584476E8
10155,759,8.895176039328235E8,4.660587961048126E8,6.501894573250253E8
403,194,3.0205387230897295E8,1.4637661542818862E8,2.3216454142112282E8
2535,135,2.848296451449862E8,1.4235434404028627E8,2.0572887774511892E8
10933,248,3.6418746462666786E8,1.7185413157946557E8,2.840998225742671E8
8572,159,2.8234121512413615E8,1.5079012608403143E8,2.0102001205741847E8
1933,171,3.3533304334516513E8,1.7403405716668373E8,2.3810841910245308E8
8196,184,4.0655849531816554E8,1.56273389414169E8,3.846412435635198E8
773,328,6.070680256850284E8,2.9894755822963095E8,4.643688753799289E8
2020,184,3.4352160285994214E8,1.5970327763922727E8,2.694786389859207E8
7540,361,4.392195306000318E8,2.0397569889633083E8,3.536770558237773E8
8560,171,2.2643910357835457E8,1.1217154407462446E8,1.76947073970416E8
555,159,2.91148413428423E8,1.3255892109401865E8,2.4345812076522672E8
6569,87,1.498449492667306E8,7.21293176825833E7,1.1328004034254766E8
11197,108,2.1975312522789916E8,9.828076940181096E7,1.8369638053594628E8
9783,340,5.643487581738102E8,2.690941348681067E8,4.374840727977409E8
439,339,5.642883836598634E8,2.8032739637058765E8,4.25833248259062E8
6347,108,2.6610728923572516E8,1.2752066513400404E8,2.0095830341954622E8
4488,87,2.6737384492413923E8,1.367644019624748E8,1.9091234102143356E8
9079,122,1.8465192572877717E8,9.515390802322888E7,1.3288353149593125E8
3956,320,4.6516970300079584E8,2.1787173231846938E8,3.6423463880594856E8
6978,75,1.1043917494373766E8,4.931229090914407E7,8.867173382761128E7
9745,292,4.5627023309172386E8,2.1961080736347964E8,3.6328746702371514E8
4284,122,2.925755598426569E8,1.3613945143906233E8,2.2994738267418742E8
6389,88,1.9601225323963147E8,9.737308282516955E7,1.4321482987736344E8
2672,74,1.3090308614899567E8,6.608505714461007E7,1.0344349087518896E8
5870,121,1.5898732615131608E8,7.30993933791913E7,1.3977023945892116E8
5759,211,3.608180063095821E8,1.6736377331882823E8,2.956664122372382E8
4767,123,1.8517524147365424E8,9.18950113493087E7,1.3439067298174778E8
2282,77,1.2403058273862365E8,5.9407773481079265E7,1.0000756581460775E8
5618,339,4.025083910914524E8,1.9566617789084414E8,3.042025783163231E8
1969,200,2.6341958491575143E8,1.346899316020468E8,1.924220974549688E8
6318,120,1.7828559492536926E8,8.319460809302722E7,1.3815519376660642E8
7943,483,5.399872288493866E8,2.430081531553355E8,4.6057972523419404E8
9249,163,2.5627828196653506E8,1.2204936223068063E8,1.9691315194555527E8
10961,217,3.8667540241006774E8,1.777928582957754E8,3.08526264961371E8
7826,109,1.3935890035167608E8,5.333397415094677E7,1.2842942861311677E8
4449,99,2.4196784461486134E8,1.339217467873213E8,1.5628734379082316E8
11671,123,1.867441718328662E8,8.762442246345818E7,1.4413512070065352E8
1405,81,1.704065812339991E8,6.664880071337583E7,1.5776683499498487E8
5365,370,6.661124949236552E8,3.6607547045947003E8,4.8874950326937103E8
2828,80,1.8232420541756085E8,8.55935709183462E7,1.39872236674281E8
10727,239,2.794541085814055E8,1.2111799058661962E8,2.4101787565340587E8
2379,164,2.3732798338390058E8,1.1961178202354342E8,1.8379063861840686E8
9907,308,4.479849632606803E8,2.3401853000008014E8,3.163495328817682E8
4039,148,2.4112353046214852E8,8.871252291472925E7,2.3233183073359975E8
5090,159,2.129598919550865E8,1.0537188477505264E8,1.56200181488303E8
7417,181,3.1298001927073866E8,1.2216888453626435E8,2.8796090921743685E8
9470,434,6.479056103612868E8,3.5470261587040234E8,4.490517954088352E8
11319,174,2.374265229733976E8,1.1946388510414207E8,1.6910959429956213E8
594,250,5.365585007781546E8,2.6398763860536075E8,4.0429989067079586E8
10291,520,7.127851922698572E8,3.2432372802404964E8,5.742573412469239E8
11403,263,4.3413746841660553E8,2.0869030980640543E8,3.298829459227555E8
934,312,5.036525814214465E8,2.386157350250501E8,3.951239670045392E8
8688,152,3.5131077646473545E8,1.7319697917675185E8,2.6250320164573905E8
2520,132,2.002945134003175E8,1.0309328525071912E8,1.4122764315840316E8
4645,109,1.8969588940588808E8,8.67572461314266E7,1.4949710328631875E8
44,86,1.1148887139751364E8,5.505166255295572E7,8.206256670889567E7
11200,147,2.2698367843420526E8,9.698327135955696E7,1.912540808474834E8
2133,120,2.4604220663821012E8,1.017017055215059E8,2.280464114239366E8
10360,864,8.440244582685114E8,4.0062932404784846E8,7.499149571650684E8
4280,96,1.7802953670516503E8,7.612408008231995E7,1.5223708402756098E8
256,129,2.0272415661603367E8,9.3057384981976E7,1.619180609988201E8
11994,341,3.717277044456302E8,1.7053993398941794E8,2.98681742260638E8
7403,121,1.751785000306799E8,6.885032900637114E7,1.5968344514165974E8
657,221,3.471787687236834E8,1.687200649389238E8,2.5977260982482752E8
9594,258,4.020179022229779E8,2.1431608225955373E8,2.9823338902235323E8
1809,98,1.2143731932685086E8,5.9442363251465335E7,9.164527943844639E7
7655,263,4.2970163748508775E8,1.9620070311840755E8,3.525649440741074E8
3290,505,6.6606501008601E8,3.014060309172202E8,5.468844363231503E8
3055,142,2.6072822641064236E8,1.3147061446947849E8,1.9572671995460603E8
3237,733,8.819767227751292E8,4.1500136812165886E8,6.988730452429689E8
11565,115,2.0281085425732648E8,1.0363263603745742E8,1.518058820162101E8
2674,74,1.1219495991221154E8,5.313294456002113E7,8.675850463797216E7
2648,87,2.4491844499194592E8,1.298652285071488E8,1.6713863579363772E8
3718,386,5.795864404993049E8,2.814289698631336E8,4.404060713862341E8
5461,184,3.4543844246456116E8,1.5972878711033142E8,2.701701461193563E8
11931,456,6.326873005436863E8,2.73595810858432E8,5.32637420414882E8
1326,97,1.9998434455012235E8,1.0995185933537969E8,1.5458312648770672E8
6765,104,1.557688500810003E8,8.067200654630406E7,1.1001200269065681E8
116,206,4.585112659195782E8,2.2494261376911187E8,3.481307167829946E8
723,379,6.34473755348239E8,3.0353844577947646E8,4.971169421051348E8
10147,673,7.674913730617015E8,3.885635589159435E8,5.626852627634611E8
8028,428,5.656385237862357E8,2.3257020030207074E8,5.0610596585823953E8
1497,85,1.5489603899791053E8,7.725943830014203E7,1.2356071127315994E8
2860,87,1.9030506099360085E8,1.0191326174865368E8,1.3004258691221605E8
6562,75,1.8313213622542173E8,8.582712101898913E7,1.404614665554187E8
10276,338,3.8361876905368364E8,1.754170629647615E8,3.1057537473979324E8
911,386,5.806505356670578E8,2.482039009795831E8,5.026385019883786E8
6416,99,2.0337785491353527E8,9.10865959528058E7,1.6347726836552778E8
10425,1059,1.1453187294032152E9,5.3399761510881203E8,9.278991181004796E8
7161,54,2.0918360244665882E8,1.1016339158717006E8,1.4937245993146682E8
9687,174,2.6115725310975394E8,1.3300449446732697E8,1.8823485165164918E8
3492,535,6.846815950727061E8,3.210448936487497E8,5.357985604730687E8
5161,207,2.9286659083016866E8,1.6358229700817862E8,1.8881179623947993E8
9761,199,2.8854546424067026E8,1.439536439511603E8,2.1665350750680172E8
10048,247,3.748426737558957E8,1.8694880212700376E8,2.7711143839597315E8
8917,84,1.6359694339048994E8,7.596962401781963E7,1.2864186121616673E8
3148,195,3.439886095461146E8,1.4827543796583024E8,2.8615387538798946E8
5430,502,6.168847398898374E8,3.213561365957346E8,4.5420018349599594E8
7386,175,2.005126227944969E8,7.387457184940992E7,1.919759484296982E8
3245,688,8.0221896591867E8,3.6475111338888353E8,6.589959289063507E8
4346,74,9.15684986438619E7,4.554349404224938E7,6.64573150573964E7
4045,157,3.0304207271261793E8,1.408715251768821E8,2.4306583447959056E8
4839,154,2.736565601754414E8,1.3202678991614544E8,2.038560458547657E8
7259,738,8.927650941752269E8,3.67579854733423E8,7.810713922647847E8
644,171,3.351073008579343E8,1.6981250309817016E8,2.4407839859653735E8
7295,765,7.642272362609046E8,2.791039790716582E8,7.292581495113562E8
6826,169,2.583039928960563E8,1.3771513802230272E8,1.795372798311845E8
3205,487,6.702060486791862E8,2.9864173571331906E8,5.566733358044828E8
8341,129,1.9793559963750562E8,1.16482253587867E8,1.6454583727523836E8
255,291,3.981900715639726E8,1.9745637782215494E8,2.959557007973376E8
5416,534,7.22984525496315E8,4.032899934946207E8,4.855015727166082E8
3788,399,6.979429667298656E8,3.3736469478667325E8,5.3524421856913555E8
1588,202,2.4102904245308882E8,1.1637845751643316E8,1.806281161722922E8
8338,112,1.9652643449436378E8,9.403549234429699E7,1.4878609303085008E8
3609,1073,1.2341268449554446E9,6.07235992332815E8,9.435109592091993E8
12042,216,3.5470646671383077E8,1.7999170527034694E8,2.55605184598763E8
7047,80,1.6557059501301175E8,6.986152045481992E7,1.5177933869374612E8
4741,125,1.651207900300609E8,8.377486961252838E7,1.2166868601383802E8
11155,165,2.0483288673146793E8,9.756459827295044E7,1.5771133988966286E8
7336,201,2.3208277163803893E8,8.170742404293993E7,2.375697800336033E8
3943,411,5.111292580551101E8,2.4642501599732098E8,3.912466616717592E8
10544,1025,1.0334147335282365E9,4.3986486549749154E8,8.932315863718038E8
6201,144,2.03970522689199E8,1.0492800703448464E8,1.456425748625119E8
12283,251,3.716846553962102E8,1.676066920079053E8,3.0732899764597666E8
6712,108,2.1171835896845114E8,1.2319138160352883E8,1.3071333037165815E8
7414,92,1.684859628710466E8,7.52745749362637E7,1.4029465954309547E8
6049,187,2.739873630134956E8,1.3028095816115E8,2.164623061045701E8
1276,113,1.5444219827625582E8,7.889396539978364E7,1.1741239866369966E8
9129,98,1.4066014509018123E8,6.947652899452475E7,1.0353101304327524E8
7962,399,6.302087575580086E8,2.7417276001616204E8,5.254981271181446E8
3557,721,9.076802447343091E8,4.2706393603249174E8,7.183534187401177E8
11329,143,2.2330640768531424E8,1.0030526250931704E8,1.8708552289084634E8
10653,200,2.6736884450115865E8,1.1482653245264967E8,2.3987792104567733E8
6625,77,1.6321907932185173E8,8.250561338432938E7,1.1746744584276189E8
5034,174,2.3733353310840902E8,1.1408494656904759E8,1.7875722805661964E8
1020,199,3.1227398550463814E8,1.494058242861411E8,2.442055070138236E8
12155,165,2.92167017472523E8,1.3037634258681633E8,2.406524685494723E8
2438,94,9.635847372595902E7,4.266659528746147E7,8.20980143879939E7
707,320,4.6432140851038605E8,2.2559856930431738E8,3.5389607677894545E8
7800,229,3.428247307344623E8,1.5991958861210945E8,2.6612522379153427E8
79,132,1.4908856456170776E8,6.849867037987445E7,1.2017074337169105E8
576,187,3.393297186621712E8,1.7013937521966046E8,2.4951866693008983E8
8548,164,2.3386755354738447E8,1.1739552404649802E8,1.7127927637629807E8
7235,542,5.48540158769689E8,2.146585711412331E8,5.146197982680288E8
6938,70,1.2311129583508766E8,6.647455249356461E7,8.226735821547596E7
10614,393,5.045857543014455E8,2.3445112290080875E8,4.969358003151504E8
875,247,4.417469559461757E8,2.0535324080684257E8,3.6904663393221784E8
5010,125,2.572861478777658E8,1.2986369733592261E8,1.867729127226071E8
8490,124,1.571350938805843E8,8.260334953976151E7,1.1087375075987184E8
1944,160,2.5404565442535847E8,1.22168246072968E8,1.9202343572458446E8
8653,153,2.3566437588503993E8,1.2220310232570925E8,1.6771424275437963E8
9505,1320,1.8473411410814307E9,9.228667995787807E8,1.385942207660729E9
6587,80,1.4955430635771722E8,7.953992225343797E7,1.1201981101396239E8
1796,88,1.412376976677234E8,7.312406783689782E7,9.945598452822283E7
977,244,3.698168653444511E8,1.701975183623611E8,2.94604727877359E8
2407,173,2.1712834029091623E8,1.0514817047918083E8,1.6210800136815742E8
3124,278,4.7520016833252686E8,1.961244084793608E8,4.1016261297158396E8
7080,84,1.772302357241083E8,8.918909315839832E7,1.270718430082351E8
21,94,1.8156401311329645E8,7.787871446305412E7,1.5409579347463316E8
11942,725,9.004340566068355E8,4.18988677479576E8,7.112976071072295E8
11488,204,3.271116709333699E8,1.6365496745731488E8,2.4129117782847232E8
9942,817,9.567030318817168E8,4.56378588520485E8,7.508876511135253E8
11812,371,5.624883804977258E8,2.4323383337382284E8,4.8311209912533844E8
452,381,5.564281392910391E8,2.461054368015039E8,4.6199021419902456E8
11418,227,4.146783722270974E8,2.0621471986789575E8,3.0475500248308766E8
6655,75,1.497833078231366E8,7.689386075476456E7,1.0523974522184677E8
11734,97,1.0720688266089919E8,5.357058369433023E7,7.70568573539313E7
3453,463,6.302717760909567E8,2.8316935518442893E8,5.475992181591116E8
2264,89,1.8897200005469674E8,9.762716076314805E7,1.3915016448678628E8
239,189,5.469336973829387E8,2.596240964104562E8,4.548063452626565E8
11146,147,1.84142647747424E8,9.048377311426619E7,1.37454434087674E8
434,363,5.94873640334654E8,2.81602103027487E8,4.6292359695833987E8
1847,113,2.2811591404338515E8,1.3613175323490426E8,1.529933065625532E8
7733,182,2.3799450698456472E8,9.055253337139887E7,2.19305166339617E8
2294,78,1.0131202656900665E8,5.129207745627483E7,7.531941695564955E7
138,117,1.6935994259859267E8,8.517858543199468E7,1.2277289800187549E8
7940,599,8.258902632247028E8,3.767160990986709E8,6.727706725596944E8
976,270,4.4548169675879765E8,1.9733003723523846E8,3.686587734807461E8
6595,98,1.8236903428694278E8,8.693373984849244E7,1.4178657729117712E8
2746,92,1.4539103242984217E8,7.124848167070799E7,1.0680918120376928E8
3968,465,6.077091960277416E8,2.843179036678703E8,4.787672740850041E8
7847,109,2.1775321278709534E8,1.0519067169067734E8,1.6566218750758836E8
3037,150,2.025423569805272E8,1.0058773843565275E8,1.5322045380579397E8
3777,436,6.64636798819413E8,2.860706890196941E8,5.61277844916962E8
8275,259,4.342332971385506E8,2.4637264412912303E8,3.3198234834615517E8
3547,614,7.109446780322216E8,3.424266588985742E8,5.500093941777223E8
7292,435,4.4742912197893876E8,1.3426141757935613E8,4.7413000127239126E8
6285,137,2.9369528128336895E8,1.317367384942766E8,2.375887496021541E8
9448,304,4.060144560400661E8,1.7551750906612414E8,3.445219274606715E8
11843,235,3.281435276360578E8,1.5129784413383958E8,2.559381981054593E8
9956,602,8.023835265024494E8,4.223874256405626E8,5.6412711012602E8
1707,370,6.357350982591964E8,3.2055780158480036E8,4.799484105847318E8
4573,95,1.5211301547391817E8,7.569303966157345E7,1.1203737221223536E8
2727,79,1.4091866609537184E8,6.354069652643993E7,1.1562711598332322E8
10978,185,3.651169821348395E8,1.8899559398435903E8,2.5625528157409877E8
2667,80,1.2656598357532689E8,6.827466407051341E7,8.630319483553588E7
1815,106,1.749135816956306E8,8.585177444002824E7,1.3086579722794072E8
8893,84,1.2305006782439339E8,6.285072152463504E7,8.67405790764161E7
6672,138,1.9076908440490523E8,9.506163133658515E7,1.388833211494969E8
6621,90,1.3307807212530199E8,6.6397977114784025E7,1.0236001671497174E8
12131,144,2.2485819490847015E8,1.0812547761069131E8,1.6881098246735194E8
12120,133,1.6315859105874327E8,7.691929421869591E7,1.2484240461669245E8
3186,266,3.90627284533806E8,1.8126062596502084E8,3.136974228036333E8
10584,1017,1.0890267899617143E9,5.0211756621670777E8,8.81682169759136E8
898,616,7.916036002017419E8,3.963174903582494E8,6.159443787831177E8
4353,76,1.5951949295699462E8,7.934720427012134E7,1.1684234018288805E8
8085,326,4.578135607945863E8,2.0787015125816894E8,3.7197631991631746E8
4778,216,3.1458283120890486E8,1.6024845071208644E8,2.2386271875896904E8
2280,80,1.5936167499617392E8,9.153855345722193E7,9.98046737639113E7
7784,187,3.3337026275606924E8,1.3990234556179792E8,2.8059589835182744E8
5723,362,7.550200908664101E8,4.287071437039639E8,4.935177462020062E8
8240,130,1.8290438517926165E8,8.802380652929695E7,1.3828728757972038E8
8242,155,2.8283997409501094E8,1.422236039910092E8,2.0508379460835323E8
1488,85,1.9608293104850817E8,8.187864591119933E7,1.690419263968115E8
973,252,4.149075286837819E8,2.093514355327816E8,3.092349613030485E8
4474,79,1.467038263639943E8,6.636426142239544E7,1.2133953204068372E8
8194,171,2.409242073162816E8,1.12604122482428E8,1.894925307292744E8
11555,123,1.9945821824342838E8,9.45910454258851E7,1.537010163719122E8
7232,718,7.923128225499884E8,3.3638895163625175E8,6.860172074518675E8
4965,118,1.6857270172079274E8,8.785514999145508E7,1.1816641153209963E8
1134,98,1.9936914743858486E8,9.501379183947973E7,1.5064939402000785E8
5728,203,4.24038464740892E8,2.0359276070374712E8,3.3188075049679685E8
12094,167,2.8743722166197026E8,1.3429100886270082E8,2.245791075863604E8
9958,649,9.693732041635854E8,5.090661450092373E8,7.33559276043581E8
512,128,1.913909064947241E8,9.049937161859415E7,1.549056651542391E8
4178,73,9.382674630236052E7,4.667646692456301E7,6.777367664892474E7
5055,157,2.5465144445383474E8,1.2790200425287491E8,1.863966444481796E8
7732,128,1.9279092511750835E8,8.415970306113991E7,1.6429500745366684E8
7345,468,4.761661331716546E8,2.0418262202412927E8,4.064464577783584E8
6855,80,1.4948803901027176E8,8.547168881779324E7,1.0268724138770622E8
1711,328,5.0420216770906514E8,2.3929235368427715E8,3.988348368539319E8
7485,461,4.890387179269274E8,2.0755428560910332E8,4.1917438248477286E8
5258,129,1.8492708643145108E8,9.313352808285792E7,1.338434479242055E8
1980,194,3.009092983442923E8,1.3761354486295354E8,2.4166091991734138E8
8434,97,1.8652160291055465E8,8.914509054761457E7,1.4159426318689433E8
2126,122,1.8944219246733755E8,9.490322315153934E7,1.3858384905398646E8
11468,164,2.946145446040394E8,1.423781093295624E8,2.2794309139582342E8
11526,114,2.631239207154576E8,1.2444056457284041E8,2.0225224430996937E8
762,617,9.283327328758434E8,4.304459612702331E8,7.425180200663527E8
11592,98,1.7290067879241616E8,8.315018669050005E7,1.2853925446293783E8
5535,565,7.816851266020719E8,3.9197677098731226E8,5.714513840196563E8
1124,95,1.4536581155662984E8,6.845172369546504E7,1.1470828865889923E8
10556,1217,1.4352008740848076E9,6.354955453328494E8,1.2148685255227852E9
5829,202,3.402005600906735E8,1.758535975214999E8,2.4269107812486503E8
10754,1155,1.3698502489830341E9,6.636897207931718E8,1.0782024913760867E9
7515,287,3.6843380765548354E8,1.5848556011605543E8,3.166679685102853E8
8975,75,1.2016684525788231E8,6.1000431730919056E7,8.63971974071634E7
3142,186,2.064917047512696E8,9.578284040137643E7,1.617539983982908E8
4957,114,1.8618258380202648E8,9.11362773959155E7,1.397196437498386E8
10390,858,1.0065296495134149E9,4.39302208663559E8,8.59420142352372E8
1118,107,2.3822379096905476E8,1.2365689196364422E8,1.6737821233459422E8
9598,176,2.897192301417241E8,1.3780127712899566E8,2.2258512618019068E8
10475,506,6.247636504799415E8,2.607098587407707E8,5.424505187163593E8
856,209,3.309044989396108E8,1.4610169931399977E8,2.719763970270866E8
6006,411,5.062512021259986E8,2.604123667837682E8,3.650007340180872E8
7964,470,5.540711738450823E8,2.3558203091889358E8,4.821161606247682E8
7581,603,6.628561338161253E8,2.4052159212846464E8,6.592714633793143E8
6753,94,1.3829411352063593E8,6.91973396514317E7,1.045012705794673E8
8397,123,2.065343919221913E8,1.0125813327027687E8,1.5325450134739256E8
9585,231,3.824369030344412E8,1.7451453140320048E8,3.0668063220875096E8
7113,81,1.442870324273927E8,6.925415548837271E7,1.0904779902340107E8
2832,100,1.9086166710288012E8,9.20306125892326E7,1.4683499167133036E8
521,127,2.0518203056180885E8,9.69698414054145E7,1.5914334823377967E8
5702,199,4.2128764298271155E8,2.2745466405318445E8,2.885490218164616E8
8208,172,2.0627067895133784E8,9.735387796542513E7,1.6175933344595268E8
7881,198,2.2961149560880855E8,1.1220207775569738E8,1.7384758709987232E8
1923,141,3.28126151277146E8,1.6727348610823658E8,2.423401588504419E8
2032,166,2.961468600364549E8,1.3929892544897532E8,2.3614672504927033E8
9368,283,4.227666077632986E8,1.9480966206251425E8,3.371116079147854E8
1291,95,1.9870178876425624E8,8.487144442188893E7,1.7468729976636216E8
10672,399,5.317194697531615E8,2.491151269465225E8,4.6266028198280436E8
10124,637,7.024661344476594E8,3.298761123763898E8,5.557334851383367E8
3301,622,7.361499238535197E8,3.5836331715634984E8,5.886413338158094E8
11672,139,1.9816271114430466E8,9.221465715592746E7,1.5410667055332592E8
1346,49,9.178052886688714E7,4.472908646364236E7,6.778557831927592E7
6982,65,9.763475420088646E7,4.7518262107782856E7,7.443312313511375E7
2601,72,1.0951497902857806E8,5.811865563732215E7,7.534269623757094E7
2153,101,2.3288583133197433E8,1.2126282847044502E8,1.610294254490435E8
11893,182,2.888530728497183E8,1.2816194167632052E8,2.3820314368581942E8
857,283,3.5999606130206E8,1.6034352132524928E8,2.9618417542577565E8
268,90,1.1667699548008615E8,4.7870253150465995E7,1.0217306660923922E8
1657,145,2.9163066849566233E8,1.2993547679104497E8,2.3623527514622188E8
496,199,4.0088308399019974E8,1.8282034871422195E8,3.335340474907498E8
6052,164,1.8142342907467946E8,8.300713562688752E7,1.4334098020926297E8
8011,394,4.957676541869943E8,2.0630582861900735E8,4.303839296339008E8
9319,683,8.598519099269556E8,4.1378830241724455E8,6.666138976272229E8
9193,82,1.6728524047463447E8,8.74378005616685E7,1.1596245995976359E8
4608,108,1.728326987523283E8,8.831891432307264E7,1.269976816616213E8
8041,411,5.235319608005236E8,2.5168177684618005E8,4.0149329145076996E8
4437,91,2.811605291243003E8,1.4371236960747224E8,1.997166371867343E8
9782,331,5.762657669783859E8,2.829993905700733E8,4.3585792190693635E8
11035,211,2.785544722890669E8,1.2793488376783925E8,2.21001628045427E8
3841,672,8.582757304115753E8,4.019556318181452E8,6.8932467104528E8
