hpx,n,gflux,bpflux,rpflux
157,102,1.5279154139491218E8,7.188110881823255E7,1.1856252322083826E8
11370,166,2.2226481841587248E8,1.0319320695701724E8,1.7502996661435947E8
7425,437,5.286644673796556E8,2.3583655561558518E8,4.389425334351967E8
8474,169,2.6868334115975076E8,1.3202278745842305E8,1.986406474749817E8
5363,257,3.8383864194959956E8,1.604538593820597E8,3.3402776284624165E8
7046,71,1.423658990028874E8,7.589076688388462E7,1.0925329925343482E8
2057,107,1.5567592265256888E8,7.90070839685877E7,1.1089217844185126E8
5364,280,4.315603638391937E8,2.449793799989636E8,2.8686081626293105E8
9867,240,3.9929447406098694E8,1.9272805493318686E8,3.0410670913689375E8
6092,507,6.361169003961661E8,2.918224472837685E8,5.1633066602737397E8
4555,77,1.4876772210240993E8,5.89867958008161E7,1.3439243475352183E8
8037,460,6.594388341540359E8,2.794710659064028E8,5.710749504131358E8
12059,162,2.924626811204447E8,1.301379433896566E8,2.3738976440499094E8
73,107,2.2845788623303556E8,1.010578138557536E8,1.87633928113169E8
3872,555,8.448741644913925E8,4.0810701304925317E8,6.569269390256304E8
12099,149,2.9548798373861134E8,1.4610005531544486E8,2.2155243954757443E8
7848,117,2.3760443315755254E8,1.0606726335786526E8,2.0432904684704143E8
4081,218,4.315280573983582E8,2.1966345734514523E8,3.182858788735641E8
6824,152,3.415952782705014E8,1.645646288688547E8,2.5650019065611908E8
4044,155,2.158755553614411E8,9.752935478489867E7,1.7400360651882565E8
8953,88,1.9521919842527404E8,1.1648767384550583E8,1.285141261192092E8
7093,55,1.6868957457961774E8,7.588634298093344E7,1.335669841372761E8
2781,85,1.6060000693865427E8,8.144392993596864E7,1.1510447289847113E8
7005,79,1.274888238176444E8,6.4739988080026485E7,9.135290186663954E7
10345,845,9.456768345202239E8,4.5339912972515243E8,7.40442915065629E8
1719,236,2.864634066495252E8,1.481621865268033E8,2.08385079279246E8
9888,211,3.4690956064532495E8,1.7893808552520964E8,2.429476931977181E8
9964,556,7.489591273319961E8,3.8337680340206933E8,5.447030362365503E8
7226,357,3.736038715620857E8,1.203698696036484E8,3.895396607038884E8
9182,85,1.7952172556280193E8,8.650518494203979E7,1.349659396191794E8
10431,764,8.231843238101605E8,3.657957633186766E8,6.851423348674529E8
3688,711,9.182351803961319E8,4.8629267236979973E8,6.973934965609361E8
7981,301,3.4386186763291377E8,1.5432467670543692E8,2.908932129690303E8
2795,99,1.908773746008153E8,9.606972720806228E7,1.4350327723969182E8
10838,432,6.464236661119165E8,2.834999655449712E8,5.3429998327330935E8
7567,304,4.727190853925399E8,2.2521456192601985E8,3.7220680506859004E8
3278,445,5.776802420276843E8,2.803298212865614E8,4.566586545657879E8
4105,77,1.0269325943117248E8,4.684020842062489E7,8.248103785991795E7
10958,191,2.791542655550293E8,1.353087623291286E8,2.1854206757523063E8
4733,112,2.5255243901029143E8,1.1222551676049781E8,2.028336213618383E8
2517,186,3.2374956961281985E8,1.6595554239815158E8,2.3771355685301134E8
4312,99,1.9404551181814495E8,9.080144571764468E7,1.5908972436033347E8
2741,66,1.173970168344022E8,4.442893852767653E7,1.1145905230021237E8
5905,595,7.661123327726324E8,3.7063393600539654E8,5.961029007917438E8
6464,129,2.7598320433526075E8,1.321779756453619E8,2.194628174223448E8
8476,176,4.161762444081696E8,2.501686477899153E8,2.787270101813649E8
11495,186,2.2845163327268744E8,1.124759197501615E8,1.7106416297533303E8
6589,85,2.3188376826067117E8,1.105748944875719E8,1.7600150346049017E8
11466,189,3.1016843336124164E8,1.411954919871E8,2.4741058821424422E8
6243,136,2.5566659521234578E8,1.1927013644032359E8,2.1021697690798935E8
6717,104,1.9104008344598725E8,9.415132904153928E7,1.4156292506266502E8
10473,543,6.091017565197142E8,2.711795383617412E8,5.1073513188348204E8
105,149,2.99296821102106E8,1.5700033081307983E8,2.217144715375028E8
12044,168,3.063821022240052E8,1.5954473805912438E8,2.152369886905583E8
828,389,5.462678005541368E8,2.686649560462498E8,4.1844483551419246E8
1295,80,1.7588659224022397E8,8.721428487194055E7,1.2753508401279372E8
2778,75,1.4884925299674645E8,6.774847052103834E7,1.1593562502261373E8
12181,204,3.742113929848623E8,1.9594736539352962E8,2.5946204237958625E8
5410,515,8.863993563478054E8,5.0490014113377434E8,6.562240163184325E8
11233,122,1.971335333767886E8,9.364304812480168E7,1.4942791300444287E8
4106,84,1.0163369158428757E8,5.402186862210272E7,6.977063991352113E7
1526,94,2.0328750150455385E8,9.362755849577731E7,1.1742584071181503E8
1031,140,2.330969986692958E8,1.1058926330898264E8,1.8012435617189148E8
6817,139,2.5894054190375647E8,1.475887845637862E8,1.9642211485956806E8
9055,113,1.8520508872318345E8,9.333812597879961E7,1.37279485595654E8
2935,169,3.2976755033715063E8,1.8682593313558835E8,2.335161599209511E8
1797,112,2.2780159160647586E8,1.2698786720989144E8,1.4724855799668694E8
270,83,1.5003636262941927E8,7.080390853211083E7,1.195503017695131E8
11421,186,3.236224999287858E8,1.6606711294581595E8,2.4542747986632976E8
2068,122,2.1210213668181676E8,1.0158984626517697E8,1.6546027837239066E8
4568,91,2.2243618094256994E8,1.1363650293914871E8,1.5986833454653466E8
8858,88,1.454604414614383E8,7.462848660737184E7,1.0501782026714763E8
2084,87,2.1498385242718953E8,1.2376268196812205E8,1.8336164133949324E8
6620,82,1.2739119148193699E8,6.5806189533570334E7,9.224258017964141E7
10904,272,4.26016379803426E8,2.212249123446393E8,3.020901246851946E8
6968,74,1.840978402182108E8,9.391213473582402E7,1.3080982705728064E8
11852,226,4.098887811215117E8,1.9520225637750423E8,3.113597419600927E8
4333,68,1.130609776842362E8,5.1046753876226574E7,9.212610899196753E7
9009,92,1.0732327699820806E8,5.259506973543837E7,8.125279692808875E7
8706,117,2.6805280513978687E8,1.1775653457753858E8,2.2151519500549024E8
1249,129,1.6377659567949063E8,8.123230047751543E7,1.2935732278079948E8
11754,126,1.553127846123691E8,7.905851903113161E7,1.1180279254649968E8
3660,931,1.371997680213673E9,7.154238831572812E8,1.0053754546450357E9
3358,245,4.6529982046026576E8,2.0706422512093475E8,3.7769578723219764E8
9122,79,1.204973520853449E8,6.230814929220473E7,8.569461425695705E7
7044,79,1.2924484553569974E8,6.806714026240058E7,8.95892854109202E7
7194,1163,1.2394925769314451E9,5.33063921255924E8,1.0637536783324002E9
1203,160,2.499044535555614E8,1.3736204578819218E8,1.6581810459428883E8
4595,96,1.5259519194373482E8,7.393570136271936E7,1.1757322018274163E8
4593,98,2.1977100352645975E8,1.1102744687314297E8,1.5983115704393125E8
1648,134,2.065206183801814E8,1.1357726231702606E8,1.3552159047330993E8
588,240,3.6893827108080506E8,1.8537280162508884E8,2.772943004084932E8
11663,129,2.6600941999910045E8,1.2157748128076966E8,2.1655330836120087E8
11849,243,3.474013957872679E8,1.7953811652921247E8,2.5545597925373682E8
6147,226,3.337707824623936E8,1.4947596471514538E8,2.7154532809440726E8
8759,89,1.710672235597358E8,8.160975591096622E7,1.2907050120356162E8
5392,554,7.106388877299653E8,3.355580695209696E8,5.601584226206625E8
3738,319,4.5502983299835587E8,2.0408355221292067E8,3.671222644495995E8
1729,197,2.82357969081705E8,1.4131780689265132E8,2.163221939842582E8
8523,143,2.497507077300933E8,1.2793519033012196E8,1.8100860249973112E8
2831,107,2.0415314280177656E8,1.1011830457791339E8,1.376104368171646E8
7549,371,4.412423411045406E8,1.7845279910507548E8,3.866714261380225E8
6914,74,1.2170207402428617E8,6.489191776711791E7,8.327449106788862E7
81,92,1.6647739647891423E8,7.487969963757156E7,1.3620864267958272E8
8248,148,2.652463010802359E8,1.2632107751233631E8,2.0039046117382768E8
2712,82,1.539703534436987E8,7.865406595866702E7,1.0857229799301733E8
10304,271,4.363775046515208E8,1.9154690174814695E8,3.5932352718490815E8
10971,182,3.053397141107886E8,1.414178753725381E8,2.38122966589609E8
2950,98,1.916075084113361E8,9.194847252217157E7,1.44605771053292E8
6629,64,1.0331130795089261E8,5.275831539688535E7,7.336869263921154E7
2072,108,1.7280566303873911E8,8.395170113403128E7,1.2912258219644798E8
8289,148,2.710565064902184E8,1.2348320761250602E8,2.1903195444981408E8
737,422,6.792274473055894E8,3.440660256111683E8,5.248548683303353E8
1687,189,2.6679889906967965E8,1.3434099901318294E8,1.937444237970393E8
4230,95,1.60713149145206E8,8.502730492828907E7,1.1445528401045135E8
579,186,2.898817127640854E8,1.4404585849766976E8,2.255768230323168E8
1853,127,2.3616611603454736E8,1.1316679109529357E8,1.8487128142754847E8
9599,168,2.6481852348622987E8,1.3949043792377472E8,2.0251539336898878E8
10009,358,4.5487115480773944E8,2.1933735640469247E8,3.635904431003327E8
1286,70,1.3587841794240117E8,7.149617442001626E7,9.333983282276596E7
6335,97,1.7596097501540092E8,8.272098866899765E7,1.3577672203684667E8
1095,105,2.4675813653368998E8,1.1305907741484232E8,1.9187459651961735E8
7023,84,1.5504016430917215E8,7.886382972159114E7,1.0976521363141598E8
10684,261,3.476512809293267E8,1.4483818232111862E8,3.089384127086292E8
6283,154,2.532831111818793E8,1.2734742290434755E8,1.8483634194674608E8
10693,309,3.263184565476934E8,1.1948032663829145E8,3.2280907857892483E8
3153,191,2.73867796462232E8,1.3615465603459972E8,2.0010240633022988E8
4589,97,2.0100901261328647E8,1.0702160095927165E8,1.4266327407908836E8
9850,417,7.216801189239767E8,3.602790443349285E8,5.42370777062875E8
6780,77,1.6209359648415348E8,7.967044000013462E7,1.200699338578641E8
7065,78,1.4194392050145915E8,6.898878818929061E7,1.0516547848121734E8
1404,108,1.9404707439119923E8,1.0564722248040608E8,1.3351454179189979E8
10674,439,5.499087229041578E8,2.4783913039993256E8,4.5113027797034025E8
3990,254,3.879756735888222E8,1.8506140083198065E8,3.033560978495311E8
427,334,4.917639884990431E8,2.379081003550673E8,4.0050574630350626E8
551,177,2.613417198859699E8,1.3028621226924881E8,1.973780261355007E8
7366,421,5.1077649365671605E8,1.9974290379537663E8,4.678497738326691E8
5839,149,2.0425998703630084E8,1.0240317845553917E8,1.511502731383043E8
10001,330,4.3325450804720986E8,1.9270174916494775E8,3.520483337880006E8
2450,109,1.7167511014767712E8,8.733960553788263E7,1.2470268579855974E8
10036,263,4.1012458014367115E8,2.032234343450845E8,3.209693826184168E8
2982,84,8.553450099410881E7,4.4786617512552485E7,5.8870966353265606E7
6540,94,1.928819665554824E8,1.085447070686214E8,1.2306289030054775E8
628,383,5.3168412863056E8,2.4312125032562482E8,4.233052829174671E8
82,136,1.6788353670553562E8,7.291181582602113E7,1.4135454750786924E8
10072,173,3.187927051294055E8,1.452231959943901E8,2.5704791805538452E8
5375,260,3.919887392945071E8,2.0353971592499635E8,2.886921386197123E8
10859,289,3.607559963053105E8,1.901758702671713E8,2.957719095683546E8
4780,199,3.8814109023209894E8,1.9785088907828364E8,2.837263273761498E8
205,142,1.767428099235958E8,8.418402824091135E7,1.3579096324418488E8
10894,308,4.5425252955500203E8,2.1230084536594835E8,3.553321530438541E8
1104,99,1.9317370870307952E8,9.714583913138968E7,1.4128542049864376E8
8596,140,2.2022959019052938E8,1.1328908489079586E8,1.5923738614240983E8
340,405,5.548959607903777E8,2.6880338321673006E8,4.270254164708978E8
6196,132,2.806277962240135E8,1.1798457748615284E8,2.4401826011216605E8
2339,106,1.750217035381733E8,8.519164310454775E7,1.3649018175464016E8
9852,740,8.42768926741706E8,4.113646747772827E8,6.44629594515586E8
3121,261,3.865115320891095E8,1.730396789793476E8,3.144165097952769E8
9900,245,3.087510035832436E8,1.459321756966036E8,2.4432790682847777E8
5253,180,2.798234906469459E8,1.5330534831281665E8,1.9403923358373052E8
7375,227,2.3899223011179927E8,8.656681863830791E7,2.3336736635747534E8
2966,95,2.1456366418872893E8,9.297085538031541E7,1.9279676826985312E8
10748,82,1.3626887306924975E8,6.269667284814143E7,1.2075406813338846E8
872,253,3.909095447610145E8,1.8694874102842292E8,3.3634777585638785E8
8590,106,1.2481052749657373E8,6.1954644781737715E7,9.500788980194952E7
1074,176,2.8049858926789993E8,1.3209234739831717E8,2.1926670903841576E8
6812,104,1.7315467812726498E8,9.484045741701934E7,1.1456135349165966E8
5583,359,5.755737755732969E8,2.6664863092252222E8,4.753424344605488E8
10522,745,7.547188123052303E8,3.2168200170320916E8,6.46641090105374E8
12084,149,2.3161346646614414E8,1.1118876199927019E8,1.7604125462635747E8
2496,135,2.5221231601373607E8,1.3186887008058095E8,1.741661276275875E8
1456,108,2.1500281002657473E8,1.1239139353550522E8,1.5043979728597727E8
6098,389,5.71691259338497E8,2.7355193417866814E8,4.394318787479436E8
2790,83,1.6011599898296893E8,8.26600346995757E7,1.1414437690672061E8
7678,344,5.055294253838404E8,2.4259461722292578E8,3.981265425836351E8
598,382,6.326362211416132E8,3.4197948863832027E8,4.409977800626764E8
8901,73,1.1052401009525385E8,4.90296123136355E7,9.106056904866226E7
4207,87,1.4712418564760014E8,7.248448986295687E7,1.0729154692697684E8
3041,111,1.6765772744882974E8,8.118419357352585E7,1.243455130226E8
6378,119,1.8176398771232924E8,9.490853237908795E7,1.3004528914616442E8
1409,85,1.5306858422976068E8,6.482942581461846E7,1.3162006192549042E8
6469,96,1.8121173028600383E8,9.469425363785276E7,1.3254395500619087E8
7139,57,1.3795074878635725E8,1.0696041861411268E8,1.1445205422249754E8
5205,809,8.92094547593555E8,4.60210161883654E8,6.554461809425199E8
8581,127,2.4931321299355295E8,1.154724691057674E8,1.9378382300569358E8
6736,95,1.798351991430013E8,9.062935854630792E7,1.3518554023811954E8
6763,96,1.6509950175096908E8,8.22485146517369E7,1.2156651882406382E8
1323,91,1.8465614744928765E8,8.565534903374296E7,1.4862417627958095E8
3250,705,9.132771341266545E8,4.080051681671138E8,7.563650286728079E8
11948,782,8.26232312633455E8,3.6055283997304875E8,6.875820669136387E8
4064,211,3.465032496486382E8,1.4765742227639434E8,2.9977764222185284E8
3574,472,7.618030900222596E8,3.218606356976194E8,6.677107052860736E8
7638,580,7.734054577669188E8,3.3180493273585236E8,6.501993325482396E8
8641,123,2.3654572264637896E8,1.2428263611034228E8,1.6395293326122165E8
6134,399,5.425222322791934E8,2.693291586976943E8,4.119404955888882E8
9104,80,1.4290699282763407E8,7.036106413741569E7,1.0541556736715293E8
636,376,5.2957664424651617E8,2.403686442532271E8,4.313332931938758E8
6367,88,1.6325625738597378E8,8.448555462607619E7,1.1406288085910782E8
10531,989,9.117773068771224E8,3.791447212425344E8,8.048311451017544E8
5803,114,3.1997163429960346E8,1.653098192504455E8,2.5074240837216368E8
11419,213,3.448495917085887E8,1.8813150741440836E8,2.6424150953918755E8
8569,151,2.6192990098997653E8,1.2399843773719469E8,1.955285708875354E8
8063,402,6.615708961990421E8,2.9260578975882286E8,5.695855168366591E8
10583,1023,1.1778858111225247E9,5.602869628810526E8,9.281869813812764E8
2094,86,1.193540569005426E8,6.210459841758781E7,8.899375691484171E7
9539,441,6.638539326654603E8,3.2197186361452705E8,5.0626137590455896E8
10380,677,6.606558360100051E8,2.890195913203826E8,5.629818279879029E8
10646,323,3.203925366056558E8,1.1120728397692181E8,3.1614684625344634E8
10160,445,6.008373602380333E8,2.8036643313299954E8,4.8523942475345266E8
3082,303,4.7299886811280614E8,2.221223372553227E8,3.756129614946632E8
11746,114,2.2649231470501953E8,1.1745307509966184E8,1.5930216190480164E8
1631,122,2.202967146349931E8,1.2278022908018157E8,1.4433943612326208E8
4950,116,1.5583027329346827E8,8.08999697107054E7,1.1018544802982178E8
4784,134,2.4295808085291275E8,1.2061739433530837E8,1.9199547083839935E8
4988,151,2.5291184504447454E8,1.2167469962254402E8,1.945049407409046E8
8107,174,3.4969216915877455E8,1.7785690673015636E8,2.4953493719289076E8
818,325,4.963045091886027E8,1.9708960092172873E8,4.515742604425407E8
5505,606,8.919869418348223E8,4.7892146166355073E8,6.202048284505959E8
8229,150,2.6306626643870074E8,1.2127225825747864E8,2.0783313303724563E8
1244,101,1.8811106404173988E8,9.925514933306764E7,1.372797171944798E8
11650,132,1.740516787481932E8,9.028481402976754E7,1.2492207143720229E8
8415,105,1.829053428292941E8,9.122801018552344E7,1.3535773239132792E8
4624,107,1.5626256924930802E8,7.416398424108897E7,1.1909043709095061E8
9894,270,4.6170428043303066E8,2.2898127197444242E8,3.409011315967615E8
89,155,1.8817794101467198E8,8.973473490060896E7,1.4708396946764907E8
1902,120,2.9107116954991114E8,1.447970566757279E8,2.1426121419634283E8
6206,132,2.5590016854117823E8,1.289860502373465E8,1.825302839241063E8
2204,79,1.0770341015894426E8,5.659419175330833E7,7.444209834735018E7
5801,102,2.026868854103197E8,1.0092586993305779E8,1.485951128570622E8
3019,123,1.7918385822749537E8,8.960075041833141E7,1.29870748575316E8
804,449,5.128802468473259E8,2.1758448854176602E8,4.4954246338712996E8
10287,481,6.061881556303767E8,2.780091457339954E8,4.8330464564584684E8
9042,96,2.692940158266313E8,1.4124684020692146E8,2.037600647495542E8
6444,88,1.629875903717146E8,7.575059230739677E7,1.2764259635638615E8
344,445,5.335392631085152E8,2.5502293430732876E8,4.2251413238900423E8
2473,101,1.5675148044228336E8,8.105029487559912E7,1.0926089127425921E8
12183,175,2.860997576577078E8,1.391877684201947E8,2.134497798097173E8
8844,90,1.3647917252288216E8,6.98229211537112E7,9.738078205574228E7
7531,380,5.1303294205197877E8,2.1097622058507526E8,4.682146345737522E8
7892,215,3.8796996921138537E8,2.1025240955104396E8,3.104726484603898E8
8331,128,1.8711432484009743E8,9.990303342190813E7,1.2876941871397668E8
9706,252,3.833539128507617E8,1.762102388879659E8,3.137116935023484E8
2478,106,1.577646305733679E8,7.349450407669935E7,1.2414907458968635E8
6888,120,2.373161958506205E8,1.1802145172019088E8,1.7696289228007013E8
11946,917,9.340269233393306E8,4.254798113100963E8,7.512467669201369E8
6614,76,1.1067264948251921E8,5.612718166680635E7,8.19937446177123E7
249,211,3.215418558221437E8,1.5210535160619056E8,2.47351080964831E8
9116,80,1.5911998001490167E8,7.459372066703083E7,1.2203964914066547E8
7451,382,5.564187157851638E8,2.4157102861875722E8,4.659605068945425E8
3332,209,3.767136692436555E8,1.8928122247376266E8,2.811575116299027E8
9380,204,4.098690202497805E8,1.7994986799848205E8,3.365952528302199E8
7143,58,8.249553794064765E7,4.157734602765002E7,6.128916159646974E7
12058,144,1.8835395101730302E8,9.340622269371969E7,1.413978228070735E8
3448,374,4.624484661459467E8,2.438938825331887E8,3.314347898173352E8
4213,80,9.78258631740241E7,4.942004574764815E7,7.134508554527979E7
7816,135,2.2763658160356143E8,1.0593747081595914E8,1.7712757994419715E8
10415,703,9.159588095254642E8,3.890932908175155E8,7.958853772701386E8
7408,162,2.0000973402555832E8,7.79729223132474E7,1.8547890490275627E8
3469,408,6.194387807160908E8,2.773639877994773E8,5.162613212138492E8
11551,98,1.4294835539707923E8,6.976407937281275E7,1.0550329329018973E8
10218,327,4.722689514237041E8,2.3135638522834525E8,3.5426484323816395E8
5548,365,4.518085285354497E8,2.2715292535160422E8,3.3390404339751744E8
1811,103,1.4628184470320502E8,7.365304989215344E7,1.055257241503064E8
9838,532,1.1189309625287304E9,6.139895323126377E8,7.641185679061744E8
1663,130,1.7539655277100477E8,8.146699609847537E7,1.3937213096564242E8
1698,341,5.3516574998227E8,2.6117477372492495E8,3.985267310541311E8
8721,99,1.5408126168762696E8,8.807026010360308E7,1.0241519545980506E8
1979,226,3.7266306171574557E8,1.6762037406048626E8,3.16967230935711E8
4220,72,1.2861028969990335E8,6.250525623555107E7,9.550146447042142E7
756,544,7.840512045016462E8,3.869498328480255E8,6.04495028791426E8
967,278,4.5243956940271944E8,2.255562285668859E8,3.342331554871056E8
4665,126,1.6778295504198214E8,8.279417552743271E7,1.2735707873640679E8
7529,462,4.893823721773124E8,2.1329794924294478E8,4.1147290652448946E8
10779,479,6.319301391381397E8,2.7986295670746833E8,5.324132312107895E8
12007,434,5.0505514262836546E8,2.0945489704678687E8,4.365591296972887E8
3859,509,6.369924521886219E8,3.123890689526678E8,4.891543274627823E8
10809,400,5.70424201597894E8,2.7046422278498834E8,4.473931671807434E8
699,467,7.008364336838037E8,3.449877627800826E8,5.286854118535773E8
5178,219,3.3137041361217386E8,1.5698837065231457E8,2.576875678147018E8
4984,132,2.4601074045558795E8,1.1964117465168709E8,1.8719378311139342E8
2447,111,2.2853470344870093E8,1.086684770713206E8,1.738472153757318E8
7243,865,9.000919376125779E8,3.5458400536138314E8,8.15579407361477E8
11375,141,2.6694910290513712E8,1.3420178970532173E8,1.9149545725437948E8
1764,235,3.8319838602072316E8,1.9220062939940634E8,2.773519024233949E8
261,104,1.4411912464632982E8,5.264806124632126E7,1.4270851649709952E8
830,393,6.314033473619679E8,2.6896131338658565E8,5.504522364573834E8
7100,68,1.8290778296017095E8,9.037795679342075E7,1.3498160417643616E8
518,131,2.2411408198839822E8,1.0507621469159545E8,1.723100717938465E8
11969,248,3.7226802576170224E8,1.428406510567849E8,3.4143070444446564E8
11407,257,3.3923077722156787E8,1.524999444581405E8,2.7451020452563816E8
9541,414,6.626970682694725E8,3.04938952812708E8,5.3255430745068026E8
2713,84,1.3170531497438322E8,6.7974698155857E7,9.263616968632418E7
4381,71,1.9222680629311958E8,9.24649803151478E7,1.4394378097313523E8
10167,325,5.2686010872264296E8,2.6686877270848703E8,3.8552702318937445E8
6572,66,1.3142676585278825E8,5.883250698165749E7,1.0633532129011504E8
8800,97,1.2382748967881069E8,6.486611806427093E7,8.794031290220244E7
2287,70,1.3837876185372958E8,6.3895302214790106E7,1.0700286630597757E8
12113,109,2.0519481431023797E8,1.1332709021413569E8,1.3547438061427242E8
5299,188,3.984707704181483E8,1.9676136449057445E8,2.959434999996207E8
2384,154,2.1235132738946992E8,1.0326312070464925E8,1.5779327474987763E8
6511,80,1.3631073657948261E8,6.884041981903936E7,9.78234216841905E7
10810,386,5.617447463926011E8,2.920098224555406E8,4.525962070302275E8
1956,161,2.5118530876586446E8,1.2444696822300437E8,1.845571452792184E8
4989,154,2.4748658946364814E8,1.1529939666920114E8,1.934537491172787E8
2806,94,2.191049858015628E8,9.905127610947865E7,1.8293591221003202E8
9608,593,8.193197140168575E8,3.9741201024214834E8,6.366619827090248E8
7252,520,6.519783879548448E8,2.7223458820925295E8,5.586548088307786E8
7799,272,3.7408434565172756E8,1.575050177742168E8,3.1631320325324863E8
1910,131,2.4564089221170354E8,1.2355395027944475E8,1.8473670835629368E8
2440,92,1.7720443308769116E8,9.256272251975149E7,1.2296883443546489E8
10094,242,3.168893322503224E8,1.6462885809952855E8,2.3626849990490365E8
3293,453,6.029644073808229E8,2.798188305645556E8,4.761775030202858E8
7317,570,7.001965941276432E8,3.1326305778078365E8,5.856006414959947E8
8724,93,2.064177441930884E8,1.0808820041193245E8,1.547471999760116E8
2482,110,2.897861346146219E8,1.501497609799264E8,2.0219870306329188E8
1883,90,1.3858236348059112E8,6.142698834888924E7,1.1418381230131663E8
2063,119,2.765825770869234E8,1.3524174045562708E8,2.0470366251178694E8
9348,180,2.5472423655835193E8,1.1279118682613586E8,2.1873046035276374E8
11729,109,1.3375491846655963E8,6.723722354566027E7,9.66887915361281E7
6987,67,1.0668641583619483E8,4.861060080325018E7,8.462003956520134E7
1512,106,1.7471815795208374E8,8.908939151691039E7,1.2424639649398707E8
3422,349,5.6225790656209E8,2.621014833604297E8,4.500252372852763E8
2879,109,2.6393357058629316E8,1.2738300780902788E8,1.9715690600457355E8
7165,69,1.0165919703369887E8,5.544358164289076E7,6.725957520200406E7
2930,139,2.6491279664229202E8,1.3975841911641335E8,1.9685566385297436E8
6661,125,3.7449324873931664E8,2.0514055015048045E8,2.4888777068245557E8
6932,93,2.1372124273554653E8,1.1092032435821472E8,1.5102650378533775E8
1320,94,2.1055177938803196E8,1.0657948382477695E8,1.4987353958453557E8
4814,139,3.569298652724613E8,1.666627625456476E8,2.785531164895812E8
11097,178,2.969905317957875E8,1.3663201600179443E8,2.3829152575781226E8
3086,289,4.847212881248753E8,2.297900386137366E8,3.7432013907035977E8
6558,80,1.032533753365288E8,5.3393288373461254E7,7.125898334910502E7
8187,190,3.5943902237680596E8,1.7935227486772949E8,2.692370089711025E8
2929,156,2.610466512718775E8,1.4401305140620318E8,1.8002927164137653E8
7654,359,5.861066745723436E8,2.6450491481360614E8,4.804943143825295E8
909,468,5.620227576048992E8,2.514574905797884E8,4.693141662127556E8
3235,915,9.391208273984555E8,4.28144625957081E8,7.610633603248512E8
8616,112,2.4981656938077495E8,1.4946226244019806E8,2.053729696032519E8
8556,136,2.1708863062837315E8,9.615765231562774E7,1.7995171854784483E8
7621,551,7.081218607489415E8,2.9484152485117763E8,6.115833848751376E8
882,270,3.8525380677187604E8,1.8340234297185692E8,3.034353389115134E8
11288,134,1.9760250119923323E8,8.922682335502598E7,1.5769172014183888E8
4731,116,1.6394922700314453E8,8.586661200924538E7,1.1753736667236541E8
5361,237,4.690673640603573E8,2.2361697253170273E8,3.612956705799865E8
5823,129,2.510270782025344E8,1.2634331076385666E8,1.8703752322659555E8
2193,98,1.8688034718500942E8,8.825475001959789E7,1.4249206886099312E8
10047,244,3.089211274509759E8,1.44481092510535E8,2.4099100740566462E8
5861,124,2.7269722021235764E8,1.4367682354932624E8,1.908231258342594E8
2004,116,2.0060317673245767E8,1.1190797637378936E8,1.4279320006946227E8
1178,184,3.002893604210024E8,1.4329873126026472E8,2.3546138694930467E8
5483,394,4.598768414403047E8,2.2981912548944777E8,3.392858806975157E8
10764,906,9.800712748618726E8,4.467240947997663E8,8.122061576108134E8
8361,113,1.9945038239211804E8,1.1190980573782721E8,1.445948335676555E8
691,309,4.143282312937021E8,1.9896882381581548E8,3.134079865513779E8
9885,329,4.711306416373429E8,2.4308028676677194E8,3.4485999416135985E8
11668,131,2.148230288643204E8,1.0477398704936102E8,1.613893490347663E8
251,267,3.612462762261261E8,1.7374033055266556E8,2.7906360373359406E8
6158,168,3.442575936083208E8,1.640940877568921E8,2.695758078562225E8
8055,545,7.25819054133355E8,3.5008809839536667E8,5.916878073409036E8
1877,98,1.9030043364926958E8,9.184581554782645E7,1.4482811652921858E8
8770,91,1.428034042568188E8,7.813368948293847E7,1.0987471889379801E8
9307,653,9.707333442769966E8,5.037703651910916E8,7.063472371898705E8
5970,424,6.075724922630899E8,2.88514204454845E8,4.724430892982851E8
9131,91,1.8989427465382633E8,1.0019339353023054E8,1.3323139883726612E8
7087,93,2.2116610657030147E8,1.2174110392648613E8,1.5460540584342206E8
2522,144,2.7568570855765635E8,1.391023633756695E8,1.9915795800718287E8
3620,745,8.224174731257795E8,3.6994518660811627E8,6.797744704223952E8
11491,189,2.6890153972117484E8,1.2515781641824958E8,2.0969844651117644E8
4448,82,1.661053639685503E8,9.086712935000058E7,1.147645961194263E8
18,89,1.9623218917904824E8,1.000192843461117E8,1.3974253347683054E8
7937,478,6.277353557072513E8,2.856232291939778E8,5.086872390944724E8
7304,596,7.384488167927965E8,3.210402828474268E8,6.228886339369521E8
7650,272,3.6984949393490857E8,1.6479482541953877E8,3.094417601671948E8
3730,433,6.120482494538128E8,2.8700837777438843E8,4.817609381381328E8
7973,333,4.482353667146228E8,1.8812454539232558E8,3.8780679005777615E8
2360,132,2.5755528914531276E8,1.2161251318203749E8,2.0516013104229876E8
5946,347,5.2948707120839053E8,2.334650585156499E8,4.6017839488491964E8
5675,125,2.1918481773791325E8,1.0574668590316744E8,1.662396028825629E8
5616,336,4.440196732690688E8,2.265602832771222E8,3.1777208775097156E8
5779,109,2.4160109649749672E8,1.2600066777184689E8,1.7328015003347722E8
2321,151,2.305564960746536E8,1.0638708047267996E8,1.7921621071185338E8
2454,130,1.7359227038000757E8,8.100628562537576E7,1.368048688262103E8
3002,106,1.6512893975474137E8,7.793378826415049E7,1.2605318259895527E8
